,ip,s_down_length,f_down_length,down_increment
11692,113.108.30.19,728.0,472.0,256.0
11697,113.108.6.160,38880.0,3240.0,35640.0
11698,113.108.6.23,25207.0,1869.0,23338.0
11699,113.108.64.190,162007.0,34280.0,127727.0
11705,113.108.7.149,16093.0,4226.0,11867.0
11706,113.108.7.19,184.0,0.0,184.0
11708,113.108.7.41,11882.0,1679.0,10203.0
11709,113.108.7.94,357.0,0.0,357.0
11713,113.108.70.252,7129.0,1382.0,5747.0
11715,113.108.76.170,26377.0,5312.0,21065.0
11716,113.108.76.242,40990.0,9556.0,31434.0
11718,113.108.80.174,147582.0,20088.0,127494.0
11720,113.108.81.32,46814.0,9808.0,37006.0
11721,113.108.88.68,236.0,0.0,236.0
11729,113.108.91.123,1484.0,0.0,1484.0
11730,113.109.199.52,1086.0,0.0,1086.0
11731,113.11.215.109,456.0,0.0,456.0
11732,113.11.222.105,1792.0,0.0,1792.0
11733,113.110.100.92,125.0,0.0,125.0
11734,113.110.118.58,2432.0,0.0,2432.0
11735,113.110.170.81,803.0,0.0,803.0
11736,113.110.60.220,801.0,0.0,801.0
11737,113.110.7.224,33668.0,0.0,33668.0
11738,113.111.130.235,68.0,0.0,68.0
11739,113.111.194.44,556.0,0.0,556.0
11740,113.111.203.167,463.0,0.0,463.0
11741,113.111.206.26,186.0,0.0,186.0
11742,113.111.252.251,17695.0,0.0,17695.0
11743,113.111.81.226,411.0,0.0,411.0
11744,113.116.100.248,30890.0,0.0,30890.0
11745,113.116.174.252,398.0,0.0,398.0
11746,113.116.222.111,1405.0,0.0,1405.0
11747,113.116.4.129,158.0,0.0,158.0
11748,113.116.41.111,53.0,0.0,53.0
11749,113.117.204.206,151.0,0.0,151.0
11750,113.117.246.153,572.0,0.0,572.0
11751,113.118.240.19,156.0,0.0,156.0
11752,113.118.241.195,5754.0,0.0,5754.0
11753,113.118.25.211,282.0,0.0,282.0
11754,113.118.41.172,1476022.0,0.0,1476022.0
11755,113.118.54.10,240.0,0.0,240.0
11756,113.118.92.100,1063.0,0.0,1063.0
11757,113.119.151.238,558.0,0.0,558.0
11758,113.119.172.30,33.0,0.0,33.0
11759,113.119.44.41,601.0,0.0,601.0
11760,113.12.112.103,684.0,0.0,684.0
11761,113.12.205.59,124.0,0.0,124.0
11762,113.12.22.79,143.0,0.0,143.0
11763,113.12.80.128,10867.0,10582.0,285.0
11764,113.12.80.161,1138.0,0.0,1138.0
11765,113.12.80.203,454.0,0.0,454.0
11768,113.12.81.54,555.0,0.0,555.0
11770,113.12.81.57,622.0,0.0,622.0
11771,113.12.81.64,1671.0,0.0,1671.0
11772,113.12.96.192,1367119.0,0.0,1367119.0
11773,113.120.117.200,62.0,0.0,62.0
11774,113.120.134.41,1003.0,0.0,1003.0
11775,113.120.238.20,167.0,0.0,167.0
11776,113.120.34.21,500.0,0.0,500.0
11777,113.120.97.203,808.0,0.0,808.0
11778,113.121.161.64,113.0,0.0,113.0
11779,113.121.179.130,102.0,0.0,102.0
11780,113.121.221.133,602.0,0.0,602.0
11781,113.121.243.173,710.0,0.0,710.0
11782,113.121.71.34,181.0,0.0,181.0
11783,113.122.235.44,84.0,0.0,84.0
11784,113.122.60.93,49277.0,0.0,49277.0
11785,113.123.136.75,308.0,0.0,308.0
11786,113.123.7.130,4459.0,0.0,4459.0
11787,113.124.11.104,561.0,0.0,561.0
11788,113.124.13.192,152.0,0.0,152.0
11789,113.124.131.142,213.0,0.0,213.0
11790,113.124.139.68,181.0,0.0,181.0
11791,113.124.163.133,53.0,0.0,53.0
11792,113.124.184.146,52.0,0.0,52.0
11793,113.124.20.220,185.0,0.0,185.0
11794,113.124.208.79,68.0,0.0,68.0
11795,113.124.22.147,122.0,0.0,122.0
11796,113.124.34.80,119.0,0.0,119.0
11797,113.124.43.147,3797057.0,0.0,3797057.0
11798,113.124.66.18,279.0,0.0,279.0
11799,113.128.102.23,1401.0,0.0,1401.0
11800,113.128.114.19,372.0,0.0,372.0
11801,113.128.115.224,202.0,0.0,202.0
11802,113.128.134.188,1795.0,0.0,1795.0
11803,113.128.155.43,55317.0,0.0,55317.0
11804,113.128.165.155,802.0,0.0,802.0
11805,113.128.166.85,122.0,0.0,122.0
11806,113.128.192.13,807.0,0.0,807.0
11807,113.128.202.92,78006.0,0.0,78006.0
11808,113.128.214.8,1115.0,0.0,1115.0
11809,113.128.23.231,214.0,0.0,214.0
11810,113.128.41.17,433.0,0.0,433.0
11811,113.128.45.162,1394.0,0.0,1394.0
11812,113.128.6.163,35793.0,2055.0,33738.0
11813,113.128.60.84,178.0,0.0,178.0
11814,113.128.83.153,310.0,0.0,310.0
11815,113.128.86.214,186.0,0.0,186.0
11816,113.13.192.16,215.0,0.0,215.0
11817,113.13.212.174,156.0,0.0,156.0
11818,113.13.220.194,373.0,0.0,373.0
11819,113.13.23.58,440.0,0.0,440.0
11820,113.13.230.198,134.0,0.0,134.0
11821,113.13.50.54,681.0,0.0,681.0
11822,113.13.61.52,200.0,0.0,200.0
11823,113.132.115.157,807.0,0.0,807.0
11824,113.132.161.236,64.0,0.0,64.0
11825,113.132.178.225,391723.0,0.0,391723.0
11826,113.132.201.244,53.0,0.0,53.0
11827,113.132.231.225,53.0,0.0,53.0
11828,113.132.54.17,64.0,0.0,64.0
11829,113.132.9.96,143.0,0.0,143.0
11830,113.133.0.191,103.0,0.0,103.0
11831,113.133.19.24,1524.0,0.0,1524.0
11832,113.133.190.160,49.0,0.0,49.0
11833,113.133.20.252,53.0,0.0,53.0
11834,113.134.167.255,53.0,0.0,53.0
11835,113.134.237.212,143.0,0.0,143.0
11836,113.134.30.237,143.0,0.0,143.0
11837,113.134.86.183,401.0,0.0,401.0
11838,113.135.115.105,68.0,0.0,68.0
11839,113.135.133.149,53.0,0.0,53.0
11840,113.135.189.49,53.0,0.0,53.0
11841,113.135.218.32,2607.0,0.0,2607.0
11842,113.135.25.11,119.0,0.0,119.0
11843,113.135.38.90,3909.0,0.0,3909.0
11844,113.135.4.4,151.0,0.0,151.0
11845,113.135.54.133,115.0,0.0,115.0
11846,113.135.74.85,602.0,0.0,602.0
11847,113.137.129.150,53.0,0.0,53.0
11848,113.137.194.24,165.0,0.0,165.0
11849,113.137.226.239,165.0,0.0,165.0
11850,113.137.58.180,5511.0,0.0,5511.0
11851,113.137.73.78,53.0,0.0,53.0
11852,113.138.187.138,713.0,0.0,713.0
11853,113.138.214.225,33.0,0.0,33.0
11854,113.138.226.40,494.0,0.0,494.0
11855,113.139.106.245,49.0,0.0,49.0
11856,113.139.117.126,1613.0,0.0,1613.0
11857,113.139.132.91,53.0,0.0,53.0
11858,113.139.145.83,114.0,0.0,114.0
11859,113.139.155.58,64.0,0.0,64.0
11860,113.139.215.112,155.0,0.0,155.0
11861,113.139.240.104,1202.0,0.0,1202.0
11862,113.139.43.101,49.0,0.0,49.0
11863,113.139.58.248,53.0,0.0,53.0
11864,113.139.96.33,548.0,0.0,548.0
11865,113.14.100.20,1404.0,0.0,1404.0
11866,113.14.102.62,617.0,0.0,617.0
11867,113.14.118.148,4306.0,0.0,4306.0
11868,113.14.121.149,415.0,0.0,415.0
11869,113.14.147.195,800.0,0.0,800.0
11870,113.14.163.75,275.0,0.0,275.0
11871,113.14.165.39,143.0,0.0,143.0
11872,113.14.167.85,1695.0,0.0,1695.0
11873,113.14.168.227,4592.0,0.0,4592.0
11874,113.14.172.147,590.0,0.0,590.0
11875,113.14.175.117,470.0,0.0,470.0
11876,113.14.193.229,493.0,0.0,493.0
11877,113.14.197.224,411.0,0.0,411.0
11878,113.14.251.185,88.0,0.0,88.0
11879,113.14.33.68,3701.0,0.0,3701.0
11880,113.14.34.151,1120.0,0.0,1120.0
11881,113.14.35.131,15755.0,0.0,15755.0
11882,113.14.43.181,1141.0,0.0,1141.0
11883,113.14.43.26,832.0,0.0,832.0
11884,113.14.49.248,366.0,0.0,366.0
11885,113.140.131.153,53.0,0.0,53.0
11886,113.140.160.14,68.0,0.0,68.0
11887,113.140.17.63,227.0,0.0,227.0
11888,113.140.230.144,64.0,0.0,64.0
11889,113.140.233.60,11502182.0,0.0,11502182.0
11890,113.140.248.228,934.0,0.0,934.0
11891,113.140.32.207,17376.0,294.0,17082.0
11893,113.140.42.61,1763831.0,348246.0,1415585.0
11895,113.140.42.75,475029.0,97629.0,377400.0
11896,113.140.83.94,11403.0,0.0,11403.0
11897,113.140.86.74,524.0,0.0,524.0
11898,113.140.87.39,52294.0,25033.0,27261.0
11899,113.140.87.40,13550.0,1842.0,11708.0
11900,113.141.104.1,198.0,0.0,198.0
11901,113.141.161.147,84.0,0.0,84.0
11902,113.141.171.20,165.0,0.0,165.0
11903,113.141.182.221,53.0,0.0,53.0
11904,113.141.19.186,891.0,0.0,891.0
11905,113.141.213.27,509.0,0.0,509.0
11906,113.141.85.184,53.0,0.0,53.0
11907,113.142.1.92,624560.0,601910.0,22650.0
11909,113.142.10.180,322.0,0.0,322.0
11911,113.142.10.248,131575.0,50480.0,81095.0
11912,113.142.10.76,720.0,0.0,720.0
11915,113.142.13.150,56619.0,28188.0,28431.0
11916,113.142.13.152,115410.0,5436.0,109974.0
11917,113.142.13.153,36225.0,11949.0,24276.0
11918,113.142.13.154,74925.0,14429.0,60496.0
11919,113.142.13.155,76140.0,10409.0,65731.0
11920,113.142.13.156,82326.0,2332.0,79994.0
11921,113.142.13.161,1419639.0,347366.0,1072273.0
11922,113.142.13.175,65616.0,7048.0,58568.0
11923,113.142.13.177,79307.0,7018.0,72289.0
11924,113.142.13.199,83339.0,15218.0,68121.0
11925,113.142.18.57,10527.0,2001.0,8526.0
11927,113.142.19.72,742.0,0.0,742.0
11928,113.142.19.73,499.0,275.0,224.0
11930,113.142.21.103,29077.0,13831.0,15246.0
11931,113.142.21.104,57861.0,9514.0,48347.0
11932,113.142.21.110,48576.0,2612.0,45964.0
11933,113.142.21.113,21979.0,7529.0,14450.0
11934,113.142.21.114,72450.0,5249.0,67201.0
11936,113.142.21.117,38214.0,10482.0,27732.0
11938,113.142.21.120,1027961.0,114582.0,913379.0
11941,113.142.21.34,1281468.0,29070.0,1252398.0
11943,113.142.21.36,31036.0,3169.0,27867.0
11947,113.142.21.83,558645.0,112042.0,446603.0
11949,113.142.21.85,14103911.0,0.0,14103911.0
11950,113.142.21.86,4861311.0,331434.0,4529877.0
11956,113.142.24.23,55066.0,20736.0,34330.0
11957,113.142.24.33,65489.0,18153.0,47336.0
11958,113.142.24.34,86291.0,26368.0,59923.0
11959,113.142.24.41,7448.0,616.0,6832.0
11960,113.142.24.42,1704.0,512.0,1192.0
11961,113.142.27.145,77569.0,7950.0,69619.0
11962,113.142.27.146,67461.0,5997.0,61464.0
11966,113.142.29.98,720.0,0.0,720.0
11967,113.142.3.225,62249.0,6697.0,55552.0
11968,113.142.3.226,292220.0,86860.0,205360.0
11969,113.142.3.227,75644.0,17944.0,57700.0
11970,113.142.3.228,144707.0,18025.0,126682.0
11971,113.142.31.19,296854.0,43955.0,252899.0
11972,113.142.34.16,19880.0,6856.0,13024.0
11973,113.142.34.17,17568.0,7632.0,9936.0
11977,113.142.37.195,54973.0,36500.0,18473.0
11978,113.142.37.208,1950.0,638.0,1312.0
11983,113.142.37.253,255.0,0.0,255.0
11984,113.142.44.114,203567.0,74562.0,129005.0
11985,113.142.44.71,206874.0,47836.0,159038.0
11986,113.142.44.82,142735.0,45954.0,96781.0
11987,113.142.45.35,807292.0,531995.0,275297.0
11989,113.142.45.97,95848.0,79228.0,16620.0
11990,113.142.47.13,724.0,0.0,724.0
11991,113.142.47.18,241393.0,122663.0,118730.0
11992,113.142.9.124,3187868.0,1016020.0,2171848.0
11993,113.142.9.223,3125704.0,943928.0,2181776.0
11994,113.142.9.52,62.0,0.0,62.0
11995,113.146.69.95,1293.0,0.0,1293.0
11996,113.15.135.49,2614.0,0.0,2614.0
11997,113.15.81.26,563.0,0.0,563.0
11998,113.16.194.32,338.0,0.0,338.0
11999,113.16.22.23,122.0,0.0,122.0
12000,113.16.231.232,1315.0,0.0,1315.0
12001,113.16.244.248,2596505.0,0.0,2596505.0
12002,113.16.27.59,669.0,0.0,669.0
12003,113.16.32.127,200.0,0.0,200.0
12004,113.16.45.255,106.0,0.0,106.0
12005,113.16.48.164,594.0,0.0,594.0
12006,113.16.62.184,405.0,0.0,405.0
12007,113.16.85.49,172.0,0.0,172.0
12008,113.17.133.36,39.0,0.0,39.0
12009,113.17.140.137,683.0,0.0,683.0
12011,113.17.151.92,115.0,0.0,115.0
12012,113.17.170.45,986.0,0.0,986.0
12013,113.17.170.79,448.0,0.0,448.0
12015,113.17.175.100,417.0,0.0,417.0
12018,113.17.175.104,226.0,0.0,226.0
12020,113.17.175.110,13378.0,0.0,13378.0
12021,113.17.175.111,23120.0,0.0,23120.0
12023,113.17.175.84,10014.0,3619.0,6395.0
12024,113.17.175.85,290.0,0.0,290.0
12025,113.17.175.90,227.0,0.0,227.0
12027,113.17.175.95,48369.0,0.0,48369.0
12028,113.17.42.220,53.0,0.0,53.0
12029,113.194.76.168,429.0,0.0,429.0
12030,113.195.100.124,286.0,0.0,286.0
12031,113.195.229.152,453.0,0.0,453.0
12032,113.195.233.126,151.0,0.0,151.0
12033,113.195.237.67,604.0,0.0,604.0
12034,113.195.64.107,96.0,0.0,96.0
12035,113.195.95.227,68.0,0.0,68.0
12036,113.196.240.25,1003.0,0.0,1003.0
12037,113.2.243.120,151.0,0.0,151.0
12038,113.20.146.57,689.0,0.0,689.0
12039,113.20.6.7,48.0,0.0,48.0
12040,113.200.164.226,151.0,0.0,151.0
12041,113.200.169.38,879.0,0.0,879.0
12043,113.200.73.45,462.0,0.0,462.0
12044,113.200.90.159,3018.0,0.0,3018.0
12045,113.200.90.160,926.0,0.0,926.0
12047,113.204.177.7,3179.0,0.0,3179.0
12048,113.204.18.121,130.0,0.0,130.0
12049,113.206.165.206,143.0,0.0,143.0
12051,113.207.39.151,2230.0,0.0,2230.0
12052,113.21.242.145,156494.0,35411.0,121083.0
12053,113.21.242.146,163854.0,32346.0,131508.0
12054,113.21.242.158,164649.0,31328.0,133321.0
12055,113.227.93.0,151.0,0.0,151.0
12056,113.228.197.138,143.0,0.0,143.0
12057,113.229.2.116,151.0,0.0,151.0
12058,113.229.3.25,151.0,0.0,151.0
12059,113.229.71.75,143.0,0.0,143.0
12060,113.230.156.233,143.0,0.0,143.0
12061,113.230.44.125,647.0,0.0,647.0
12062,113.232.68.225,143.0,0.0,143.0
12063,113.232.73.70,14356.0,0.0,14356.0
12064,113.233.116.124,302.0,0.0,302.0
12065,113.233.132.48,130.0,0.0,130.0
12066,113.235.27.93,151.0,0.0,151.0
12067,113.235.70.85,302.0,0.0,302.0
12068,113.236.55.248,151.0,0.0,151.0
12069,113.236.74.163,143.0,0.0,143.0
12070,113.236.77.52,151.0,0.0,151.0
12071,113.237.0.23,143.0,0.0,143.0
12072,113.237.0.47,143.0,0.0,143.0
12073,113.237.16.239,130.0,0.0,130.0
12074,113.237.207.8,151.0,0.0,151.0
12075,113.237.228.84,286.0,0.0,286.0
12076,113.237.229.143,143.0,0.0,143.0
12077,113.237.3.174,604.0,0.0,604.0
12078,113.237.44.40,5010.0,0.0,5010.0
12079,113.237.65.41,143.0,0.0,143.0
12080,113.238.25.17,151.0,0.0,151.0
12081,113.238.62.199,302.0,0.0,302.0
12082,113.238.90.45,302.0,0.0,302.0
12083,113.239.21.98,151.0,0.0,151.0
12084,113.239.248.63,130.0,0.0,130.0
12085,113.239.28.43,60.0,0.0,60.0
12086,113.239.36.51,151.0,0.0,151.0
12087,113.24.1.33,133.0,0.0,133.0
12088,113.240.123.139,801.0,0.0,801.0
12089,113.240.161.145,155.0,0.0,155.0
12090,113.240.194.88,797.0,0.0,797.0
12091,113.240.199.124,1079.0,0.0,1079.0
12092,113.240.200.29,3749.0,0.0,3749.0
12093,113.240.220.98,20011.0,0.0,20011.0
12094,113.240.233.89,456.0,0.0,456.0
12095,113.240.234.74,448.0,0.0,448.0
12096,113.240.237.130,227.0,0.0,227.0
12097,113.240.252.27,544.0,0.0,544.0
12098,113.240.254.15,1308.0,437.0,871.0
12099,113.240.254.16,1512.0,0.0,1512.0
12100,113.240.254.17,732.0,0.0,732.0
12101,113.240.254.48,2466.0,0.0,2466.0
12102,113.240.26.126,53.0,0.0,53.0
12103,113.240.33.80,561.0,0.0,561.0
12104,113.240.34.154,474320.0,0.0,474320.0
12105,113.240.57.63,68.0,0.0,68.0
12106,113.240.7.11,559.0,0.0,559.0
12107,113.241.132.29,53.0,0.0,53.0
12108,113.241.23.46,1288.0,0.0,1288.0
12109,113.241.45.0,511.0,0.0,511.0
12110,113.241.65.235,115.0,0.0,115.0
12111,113.241.69.94,53.0,0.0,53.0
12112,113.242.137.128,595.0,0.0,595.0
12114,113.242.139.56,749.0,0.0,749.0
12115,113.242.139.98,215.0,0.0,215.0
12116,113.242.197.65,183.0,0.0,183.0
12117,113.242.86.27,68.0,0.0,68.0
12118,113.243.66.247,591.0,0.0,591.0
12119,113.243.97.24,1054.0,0.0,1054.0
12120,113.244.144.181,123.0,0.0,123.0
12121,113.244.30.99,124.0,0.0,124.0
12122,113.245.129.26,822.0,0.0,822.0
12123,113.245.141.79,165.0,0.0,165.0
12124,113.245.146.39,30.0,0.0,30.0
12125,113.245.184.210,161.0,0.0,161.0
12126,113.245.203.116,649.0,0.0,649.0
12127,113.245.206.253,68.0,0.0,68.0
12128,113.245.208.81,1523.0,0.0,1523.0
12129,113.245.211.40,2093.0,0.0,2093.0
12130,113.245.217.2,400.0,0.0,400.0
12131,113.245.217.69,154.0,0.0,154.0
12132,113.245.223.145,143.0,0.0,143.0
12133,113.245.38.248,124.0,0.0,124.0
12134,113.245.64.168,24674.0,0.0,24674.0
12135,113.246.130.139,123.0,0.0,123.0
12136,113.246.2.60,49.0,0.0,49.0
12137,113.246.217.127,2213.0,0.0,2213.0
12138,113.246.246.136,274.0,0.0,274.0
12139,113.246.61.145,155.0,0.0,155.0
12140,113.246.66.204,292968.0,0.0,292968.0
12141,113.247.221.241,1324.0,0.0,1324.0
12142,113.247.229.105,756.0,0.0,756.0
12143,113.247.229.107,34976.0,20097.0,14879.0
12144,113.247.229.64,397.0,0.0,397.0
12145,113.247.238.152,922.0,0.0,922.0
12146,113.247.255.26,454.0,0.0,454.0
12147,113.247.30.94,1850.0,0.0,1850.0
12148,113.248.196.41,53.0,0.0,53.0
12149,113.248.21.199,2115.0,0.0,2115.0
12150,113.248.244.208,143.0,0.0,143.0
12151,113.248.31.23,151.0,0.0,151.0
12152,113.248.47.204,590.0,0.0,590.0
12153,113.249.105.122,53.0,0.0,53.0
12154,113.249.161.211,89.0,0.0,89.0
12155,113.249.187.111,53.0,0.0,53.0
12156,113.249.226.48,1057.0,0.0,1057.0
12157,113.249.42.4,53.0,0.0,53.0
12158,113.25.161.182,1022.0,0.0,1022.0
12159,113.25.205.185,312.0,0.0,312.0
12160,113.25.70.64,7303.0,0.0,7303.0
12161,113.250.105.185,1011.0,0.0,1011.0
12162,113.250.158.247,53.0,0.0,53.0
12163,113.250.158.82,106.0,0.0,106.0
12164,113.250.188.118,104.0,0.0,104.0
12165,113.251.122.18,53.0,0.0,53.0
12166,113.251.127.117,53.0,0.0,53.0
12167,113.251.151.230,137.0,0.0,137.0
12168,113.251.153.176,52.0,0.0,52.0
12169,113.251.165.70,132.0,0.0,132.0
12170,113.251.170.37,98.0,0.0,98.0
12171,113.251.199.57,53.0,0.0,53.0
12172,113.251.208.92,53.0,0.0,53.0
12173,113.251.219.139,409.0,0.0,409.0
12174,113.251.220.190,53.0,0.0,53.0
12175,113.251.243.104,787.0,0.0,787.0
12176,113.251.245.197,3769.0,0.0,3769.0
12177,113.251.246.101,200.0,0.0,200.0
12178,113.251.246.247,151.0,0.0,151.0
12179,113.251.44.192,53.0,0.0,53.0
12180,113.251.59.170,49.0,0.0,49.0
12181,113.251.73.240,2345.0,0.0,2345.0
12182,113.251.81.22,181.0,0.0,181.0
12183,113.251.82.73,102.0,0.0,102.0
12184,113.251.83.154,415.0,0.0,415.0
12185,113.251.86.1,319.0,0.0,319.0
12186,113.251.90.145,401.0,0.0,401.0
12187,113.251.93.45,52.0,0.0,52.0
12188,113.251.95.120,53.0,0.0,53.0
12189,113.254.200.170,352.0,0.0,352.0
12190,113.255.114.7,68.0,0.0,68.0
12191,113.26.25.224,2467708.0,0.0,2467708.0
12192,113.26.94.198,53.0,0.0,53.0
12193,113.27.76.213,82166.0,0.0,82166.0
12194,113.28.162.194,269.0,0.0,269.0
12195,113.28.162.235,4491.0,0.0,4491.0
12196,113.28.163.191,261.0,0.0,261.0
12197,113.28.214.200,1571139.0,668955.0,902184.0
12198,113.28.214.208,26817.0,0.0,26817.0
12200,113.29.41.130,117511.0,3265.0,114246.0
12201,113.3.166.35,151.0,0.0,151.0
12202,113.3.203.114,151.0,0.0,151.0
12203,113.31.133.200,1296.0,1148.0,148.0
12204,113.31.17.111,9306.0,7263.0,2043.0
12208,113.31.17.119,7347.0,5262.0,2085.0
12215,113.31.17.234,9713.0,0.0,9713.0
12217,113.31.17.244,18265.0,0.0,18265.0
12218,113.31.18.240,8482.0,453.0,8029.0
12219,113.31.18.243,39450.0,19697.0,19753.0
12221,113.31.18.252,23131.0,0.0,23131.0
12222,113.31.20.204,526479.0,11683.0,514796.0
12223,113.31.20.211,1011.0,0.0,1011.0
12224,113.31.20.49,50952.0,0.0,50952.0
12225,113.31.20.54,1854.0,0.0,1854.0
12226,113.31.20.73,33836.0,0.0,33836.0
12227,113.31.21.179,13747.0,0.0,13747.0
12231,113.31.27.30,5314.0,0.0,5314.0
12232,113.31.29.124,13122.0,7046.0,6076.0
12234,113.31.30.82,1575.0,0.0,1575.0
12235,113.31.31.143,7831.0,0.0,7831.0
12236,113.31.31.178,3200.0,0.0,3200.0
12243,113.31.80.148,3901.0,3466.0,435.0
12244,113.31.80.154,9077.0,5510.0,3567.0
12245,113.31.80.156,9066.0,6840.0,2226.0
12246,113.31.80.163,5219.0,4805.0,414.0
12247,113.31.87.103,2134.0,0.0,2134.0
12248,113.31.87.125,25019.0,0.0,25019.0
12249,113.31.89.244,1233.0,0.0,1233.0
12250,113.56.89.147,8249.0,0.0,8249.0
12251,113.57.221.140,834.0,0.0,834.0
12252,113.58.121.161,151.0,0.0,151.0
12253,113.6.124.125,180.0,0.0,180.0
12254,113.6.252.175,1332.0,0.0,1332.0
12255,113.6.252.212,1395.0,0.0,1395.0
12256,113.63.0.22,152.0,0.0,152.0
12257,113.63.11.40,590.0,0.0,590.0
12258,113.63.113.147,52.0,0.0,52.0
12259,113.63.115.221,85.0,0.0,85.0
12260,113.63.124.224,1329.0,0.0,1329.0
12261,113.63.138.229,796.0,0.0,796.0
12262,113.63.146.62,454.0,0.0,454.0
12263,113.63.147.187,53.0,0.0,53.0
12264,113.63.168.37,151.0,0.0,151.0
12265,113.63.200.133,937.0,0.0,937.0
12266,113.63.201.27,98.0,0.0,98.0
12267,113.63.234.248,53.0,0.0,53.0
12268,113.63.46.124,68.0,0.0,68.0
12269,113.63.66.144,8419.0,0.0,8419.0
12270,113.63.72.153,799.0,0.0,799.0
12271,113.63.79.13,411.0,0.0,411.0
12272,113.63.83.161,150.0,0.0,150.0
12273,113.64.176.244,2714.0,0.0,2714.0
12274,113.64.45.41,722.0,0.0,722.0
12275,113.65.138.182,1314585.0,0.0,1314585.0
12276,113.65.230.52,53.0,0.0,53.0
12277,113.65.40.177,1003.0,0.0,1003.0
12278,113.65.79.22,143.0,0.0,143.0
12279,113.66.153.167,144.0,0.0,144.0
12280,113.66.16.50,1151.0,0.0,1151.0
12281,113.66.169.62,124.0,0.0,124.0
12282,113.66.200.3,438.0,0.0,438.0
12283,113.66.236.107,999.0,0.0,999.0
12284,113.67.105.101,401.0,0.0,401.0
12285,113.67.178.93,122.0,0.0,122.0
12286,113.67.215.207,890.0,0.0,890.0
12287,113.67.81.61,68.0,0.0,68.0
12288,113.68.118.141,23150.0,0.0,23150.0
12289,113.68.119.167,803.0,0.0,803.0
12290,113.68.144.62,274.0,0.0,274.0
12291,113.68.168.135,548.0,0.0,548.0
12292,113.68.168.178,10564524.0,0.0,10564524.0
12293,113.69.139.102,2391.0,0.0,2391.0
12294,113.69.243.48,136.0,0.0,136.0
12295,113.69.60.49,185.0,0.0,185.0
12296,113.7.231.14,1350.0,0.0,1350.0
12297,113.7.247.236,151.0,0.0,151.0
12298,113.7.50.1,453.0,0.0,453.0
12299,113.70.155.250,619052.0,0.0,619052.0
12300,113.70.20.150,602.0,0.0,602.0
12301,113.71.100.34,186.0,0.0,186.0
12302,113.71.135.45,125.0,0.0,125.0
12303,113.71.154.34,3379.0,0.0,3379.0
12304,113.71.215.126,49.0,0.0,49.0
12305,113.71.219.249,2785.0,0.0,2785.0
12306,113.71.230.138,1007.0,0.0,1007.0
12307,113.71.47.52,1010.0,0.0,1010.0
12308,113.71.53.88,800.0,0.0,800.0
12309,113.72.14.42,123.0,0.0,123.0
12310,113.72.144.37,53.0,0.0,53.0
12311,113.72.146.121,155.0,0.0,155.0
12312,113.73.135.176,3010.0,0.0,3010.0
12313,113.73.154.11,53.0,0.0,53.0
12314,113.73.160.230,34.0,0.0,34.0
12315,113.73.211.72,2019.0,0.0,2019.0
12316,113.73.231.67,1304.0,0.0,1304.0
12317,113.73.77.87,5505773.0,0.0,5505773.0
12318,113.74.180.94,4975.0,0.0,4975.0
12319,113.74.201.32,1170.0,0.0,1170.0
12320,113.74.89.231,692.0,0.0,692.0
12321,113.76.160.194,2412.0,0.0,2412.0
12322,113.76.168.155,467.0,124.0,343.0
12323,113.76.171.100,4134.0,0.0,4134.0
12324,113.76.209.241,411.0,0.0,411.0
12325,113.76.253.72,53.0,0.0,53.0
12326,113.76.55.67,84.0,0.0,84.0
12327,113.76.7.82,203.0,0.0,203.0
12328,113.77.153.205,44373.0,0.0,44373.0
12329,113.77.211.232,23.0,0.0,23.0
12330,113.77.224.68,398.0,0.0,398.0
12331,113.77.77.90,591.0,0.0,591.0
12332,113.78.240.50,17103.0,0.0,17103.0
12333,113.78.36.247,247.0,0.0,247.0
12334,113.78.37.70,32.0,0.0,32.0
12335,113.78.62.231,15380.0,0.0,15380.0
12336,113.79.128.124,52.0,0.0,52.0
12337,113.79.213.217,873.0,0.0,873.0
12338,113.79.236.249,16603.0,0.0,16603.0
12339,113.79.36.158,800.0,0.0,800.0
12340,113.79.69.210,202.0,0.0,202.0
12341,113.79.88.248,53.0,0.0,53.0
12342,113.80.159.159,1305.0,0.0,1305.0
12343,113.81.175.228,53.0,0.0,53.0
12344,113.81.226.244,1697.0,0.0,1697.0
12345,113.81.245.27,707.0,0.0,707.0
12346,113.82.203.191,122.0,0.0,122.0
12347,113.82.22.251,830.0,0.0,830.0
12348,113.82.7.183,1401.0,0.0,1401.0
12349,113.83.30.30,53.0,0.0,53.0
12350,113.83.68.80,67305.0,0.0,67305.0
12351,113.83.95.51,52.0,0.0,52.0
12352,113.84.30.180,122.0,0.0,122.0
12353,113.84.31.207,32890.0,0.0,32890.0
12354,113.84.31.250,53.0,0.0,53.0
12355,113.84.76.108,1296.0,0.0,1296.0
12356,113.85.141.110,143.0,0.0,143.0
12357,113.85.141.173,53.0,0.0,53.0
12358,113.85.157.78,1235.0,0.0,1235.0
12359,113.85.187.198,106.0,0.0,106.0
12360,113.85.191.129,396.0,0.0,396.0
12361,113.85.97.129,123.0,0.0,123.0
12362,113.86.147.137,403.0,0.0,403.0
12363,113.86.199.252,3751.0,0.0,3751.0
12364,113.86.73.239,1402.0,0.0,1402.0
12365,113.86.83.232,33.0,0.0,33.0
12366,113.87.120.18,1206.0,0.0,1206.0
