,ip,s_up_length,f_up_length,up_increment
8341,104.77.218.246,39092.0,0.0,39092.0
8343,104.77.22.239,39780.0,26181.0,13599.0
8344,104.77.28.121,376.0,0.0,376.0
8345,104.77.28.58,53131.0,4780.0,48351.0
8348,104.77.32.31,138239.0,0.0,138239.0
8350,104.78.1.210,13103.0,0.0,13103.0
8351,104.78.1.36,19242.0,0.0,19242.0
8353,104.78.100.33,29162.0,14581.0,14581.0
8354,104.78.100.60,7087.0,0.0,7087.0
8358,104.78.102.32,4919225.0,290139.0,4629086.0
8359,104.78.103.168,9706.0,0.0,9706.0
8360,104.78.103.83,113997.0,0.0,113997.0
8361,104.78.104.104,29136.0,14568.0,14568.0
8363,104.78.106.233,4520.0,0.0,4520.0
8365,104.78.106.81,301413.0,0.0,301413.0
8366,104.78.106.93,32820.0,0.0,32820.0
8367,104.78.106.96,1664.0,0.0,1664.0
8370,104.78.108.143,11670.0,0.0,11670.0
8371,104.78.108.208,17960.0,0.0,17960.0
8374,104.78.109.134,1541316.0,0.0,1541316.0
8376,104.78.109.174,40835.0,0.0,40835.0
8377,104.78.109.27,7513536.0,385634.0,7127902.0
8378,104.78.109.76,119371.0,61557.0,57814.0
8383,104.78.12.67,27903.0,0.0,27903.0
8385,104.78.2.29,8647.0,2256.0,6391.0
8386,104.78.22.207,14563.0,0.0,14563.0
8387,104.78.22.54,67543.0,66492.0,1051.0
8388,104.78.23.179,54069.0,0.0,54069.0
8390,104.78.23.85,237794.0,0.0,237794.0
8391,104.78.26.188,609.0,0.0,609.0
8393,104.78.72.169,7948.0,6818.0,1130.0
8394,104.78.72.180,159770.0,229.0,159541.0
8395,104.78.72.21,671847.0,0.0,671847.0
8396,104.78.72.22,10686.0,0.0,10686.0
8397,104.78.72.23,4697.0,0.0,4697.0
8398,104.78.72.33,997.0,0.0,997.0
8399,104.78.73.142,114912.0,0.0,114912.0
8400,104.78.73.21,734046.0,255522.0,478524.0
8401,104.78.73.214,1418639.0,677821.0,740818.0
8402,104.78.73.243,38404.0,0.0,38404.0
8403,104.78.74.112,371450.0,172230.0,199220.0
8406,104.78.74.3,3424.0,0.0,3424.0
8407,104.78.75.168,550.0,0.0,550.0
8411,104.78.76.91,1152.0,479.0,673.0
8412,104.78.77.100,614047.0,0.0,614047.0
8414,104.78.80.129,680301.0,0.0,680301.0
8415,104.78.80.144,166152.0,0.0,166152.0
8420,104.78.82.216,28104.0,0.0,28104.0
8421,104.78.83.25,298002.0,212664.0,85338.0
8422,104.78.84.73,11528.0,4190.0,7338.0
8423,104.78.85.126,12520.0,0.0,12520.0
8424,104.78.85.15,571419.0,0.0,571419.0
8425,104.78.85.23,4638.0,0.0,4638.0
8426,104.78.86.81,46105.0,0.0,46105.0
8427,104.78.87.141,5646.0,0.0,5646.0
8428,104.78.87.158,5665.0,0.0,5665.0
8429,104.78.87.232,589.0,0.0,589.0
8430,104.78.87.61,822.0,0.0,822.0
8432,104.78.88.156,5249.0,0.0,5249.0
8435,104.78.88.32,576.0,0.0,576.0
8436,104.78.89.185,200558.0,0.0,200558.0
8437,104.78.89.207,89584.0,25454.0,64130.0
8438,104.78.90.246,525.0,0.0,525.0
8440,104.78.91.226,49407.0,0.0,49407.0
8442,104.78.91.41,295610.0,0.0,295610.0
8443,104.78.91.70,1042666.0,0.0,1042666.0
8445,104.78.92.148,112430.0,0.0,112430.0
8446,104.78.92.197,117195.0,31405.0,85790.0
8449,104.78.92.66,4374045.0,0.0,4374045.0
8450,104.78.93.120,72214.0,0.0,72214.0
8451,104.78.93.132,560927.0,0.0,560927.0
8452,104.78.93.250,35868.0,0.0,35868.0
8453,104.78.93.68,5578.0,0.0,5578.0
8457,104.78.95.148,39453.0,0.0,39453.0
8458,104.78.95.205,9828.0,0.0,9828.0
8460,104.78.95.253,477026.0,0.0,477026.0
8462,104.78.96.119,829546.0,620759.0,208787.0
8464,104.78.97.17,182.0,0.0,182.0
8465,104.78.98.42,50018.0,31182.0,18836.0
8466,104.78.98.96,576.0,0.0,576.0
8467,104.78.99.102,15604.0,0.0,15604.0
8469,104.78.99.161,235.0,0.0,235.0
8470,104.78.99.32,3061332.0,461680.0,2599652.0
8471,104.78.99.62,22080.0,0.0,22080.0
8473,104.84.152.102,838.0,0.0,838.0
8475,104.84.152.110,1542.0,0.0,1542.0
8476,104.84.152.117,838.0,0.0,838.0
8477,104.84.152.119,419.0,0.0,419.0
8478,104.84.152.120,419.0,0.0,419.0
8480,104.84.152.128,13367.0,0.0,13367.0
8481,104.84.152.136,155780.0,0.0,155780.0
8482,104.84.152.142,419.0,0.0,419.0
8483,104.84.152.158,1257.0,0.0,1257.0
8484,104.84.152.159,419.0,0.0,419.0
8485,104.84.152.87,5784.0,0.0,5784.0
8486,104.84.152.95,7249.0,0.0,7249.0
8487,105.157.104.214,2710.0,0.0,2710.0
8488,105.184.99.193,4548115.0,0.0,4548115.0
8489,105.210.107.31,1783.0,0.0,1783.0
8490,105.228.59.74,4549.0,0.0,4549.0
8491,106.10.137.179,2058.0,0.0,2058.0
8493,106.10.138.245,442223.0,122155.0,320068.0
8494,106.10.139.251,329229.0,0.0,329229.0
8500,106.10.198.37,44224.0,37624.0,6600.0
8501,106.10.198.38,48752.0,18793.0,29959.0
8504,106.110.234.203,512.0,0.0,512.0
8505,106.111.146.9,2274.0,0.0,2274.0
8506,106.111.148.174,1645.0,0.0,1645.0
8507,106.111.148.184,41.0,0.0,41.0
8508,106.111.150.101,110443.0,0.0,110443.0
8509,106.111.167.108,19074.0,0.0,19074.0
8510,106.111.183.65,41.0,0.0,41.0
8511,106.112.164.149,398.0,0.0,398.0
8512,106.112.207.24,719.0,0.0,719.0
8513,106.112.28.219,102.0,0.0,102.0
8514,106.112.49.84,9537.0,0.0,9537.0
8515,106.112.56.41,407.0,0.0,407.0
8516,106.112.58.187,237.0,0.0,237.0
8517,106.113.106.227,103.0,0.0,103.0
8518,106.113.125.152,1681.0,0.0,1681.0
8519,106.113.224.57,203.0,0.0,203.0
8520,106.113.77.116,9537.0,0.0,9537.0
8521,106.114.154.8,206.0,0.0,206.0
8522,106.114.190.151,201.0,0.0,201.0
8523,106.114.204.164,9537.0,0.0,9537.0
8524,106.114.38.158,1068.0,0.0,1068.0
8525,106.114.56.255,17895.0,0.0,17895.0
8526,106.115.156.52,9039.0,0.0,9039.0
8527,106.115.27.226,9537.0,0.0,9537.0
8529,106.115.87.113,232496.0,0.0,232496.0
8530,106.116.130.20,386.0,0.0,386.0
8531,106.116.150.125,195.0,0.0,195.0
8532,106.116.215.138,9537.0,0.0,9537.0
8533,106.117.246.16,120.0,0.0,120.0
8534,106.118.24.161,214.0,0.0,214.0
8535,106.118.90.49,394.0,0.0,394.0
8539,106.120.128.136,33642.0,0.0,33642.0
8540,106.120.133.82,1262.0,0.0,1262.0
8543,106.120.150.19,40410.0,25365.0,15045.0
8546,106.120.150.36,26757.0,0.0,26757.0
8556,106.120.151.128,3291771.0,990539.0,2301232.0
8557,106.120.151.129,3977404.0,1392100.0,2585304.0
8558,106.120.151.167,3779957.0,538192.0,3241765.0
8559,106.120.151.168,4679878.0,917474.0,3762404.0
8561,106.120.151.207,2849409.0,146179.0,2703230.0
8562,106.120.151.208,2825200.0,336432.0,2488768.0
8563,106.120.151.209,2838159.0,170529.0,2667630.0
8564,106.120.151.210,3358926.0,153608.0,3205318.0
8565,106.120.151.211,5251834.0,81768.0,5170066.0
8566,106.120.151.212,3004574.0,283511.0,2721063.0
8567,106.120.151.221,1131209.0,324342.0,806867.0
8568,106.120.151.222,1187267.0,338239.0,849028.0
8569,106.120.151.223,1393928.0,330922.0,1063006.0
8570,106.120.151.224,1333149.0,318047.0,1015102.0
8571,106.120.151.225,1333580.0,345003.0,988577.0
8572,106.120.151.226,994678.0,331542.0,663136.0
8573,106.120.151.227,1159428.0,311466.0,847962.0
8575,106.120.151.54,1620983.0,330120.0,1290863.0
8576,106.120.151.55,1748743.0,266331.0,1482412.0
8577,106.120.151.56,1637356.0,446498.0,1190858.0
8578,106.120.151.57,1482942.0,406075.0,1076867.0
8579,106.120.151.58,1722533.0,520859.0,1201674.0
8580,106.120.151.66,2387542.0,1359149.0,1028393.0
8581,106.120.151.67,3512190.0,1638577.0,1873613.0
8582,106.120.151.68,1967231.0,984411.0,982820.0
8583,106.120.151.69,2420896.0,1462484.0,958412.0
8584,106.120.151.70,1950495.0,831568.0,1118927.0
8589,106.120.155.27,1016.0,0.0,1016.0
8591,106.120.158.221,49373.0,0.0,49373.0
8592,106.120.16.113,517.0,0.0,517.0
8594,106.120.160.101,1124605.0,528542.0,596063.0
8598,106.120.160.111,19679450.0,907402.0,18772048.0
8601,106.120.160.118,19246487.0,13641726.0,5604761.0
8603,106.120.160.122,113240737.0,12267182.0,100973555.0
8604,106.120.160.123,423475654.0,321274139.0,102201515.0
8605,106.120.160.138,225747.0,160623.0,65124.0
8606,106.120.160.139,904935.0,294881.0,610054.0
8607,106.120.160.140,15888688.0,2067894.0,13820794.0
8608,106.120.160.142,6953223.0,1616137.0,5337086.0
8609,106.120.160.143,92814.0,3230.0,89584.0
8610,106.120.160.144,119637.0,57659.0,61978.0
8611,106.120.160.145,451208870.0,103377.0,451105493.0
8612,106.120.160.146,96600.0,60692.0,35908.0
8613,106.120.160.147,1713649.0,182719.0,1530930.0
8615,106.120.160.150,54178.0,17984.0,36194.0
8616,106.120.160.152,4555707.0,1032004.0,3523703.0
8617,106.120.160.159,171512.0,127041.0,44471.0
8618,106.120.160.160,128185.0,41229.0,86956.0
8619,106.120.160.165,69943.0,6395.0,63548.0
8620,106.120.160.170,5652647.0,147933.0,5504714.0
8621,106.120.160.175,3896692.0,43022.0,3853670.0
8623,106.120.160.180,1008390.0,108079.0,900311.0
8625,106.120.160.183,4909550.0,607373.0,4302177.0
8626,106.120.160.185,24423460.0,4299171.0,20124289.0
8627,106.120.160.186,322831.0,46402.0,276429.0
8628,106.120.160.188,250122.0,56240.0,193882.0
8629,106.120.160.194,259424.0,52063.0,207361.0
8630,106.120.160.198,695281.0,298304.0,396977.0
8632,106.120.160.206,135767944.0,43783873.0,91984071.0
8633,106.120.160.210,3220984329.0,653373563.0,2567610766.0
8635,106.120.160.222,59999678.0,12449626.0,47550052.0
8636,106.120.160.230,1162159.0,1056165.0,105994.0
8637,106.120.160.233,1547187.0,293594.0,1253593.0
8639,106.120.160.235,1370801.0,151448.0,1219353.0
8641,106.120.160.254,4490636.0,333630.0,4157006.0
8643,106.120.160.82,1099090.0,118758.0,980332.0
8646,106.120.160.87,20830877.0,341958.0,20488919.0
8648,106.120.160.90,3669475.0,673361.0,2996114.0
8649,106.120.160.93,337694.0,21595.0,316099.0
8650,106.120.160.94,218791.0,3458.0,215333.0
8651,106.120.160.95,181663.0,10439.0,171224.0
8652,106.120.167.71,8592864.0,4919550.0,3673314.0
8653,106.120.167.73,23591713.0,5845275.0,17746438.0
8654,106.120.167.74,1932947.0,302172.0,1630775.0
8655,106.120.173.25,31015.0,30303.0,712.0
8656,106.120.173.26,44666.0,29149.0,15517.0
8657,106.120.173.27,126839.0,36962.0,89877.0
8658,106.120.173.28,79230.0,27773.0,51457.0
8659,106.120.173.29,75783.0,37209.0,38574.0
8660,106.120.173.30,53423.0,33289.0,20134.0
8661,106.120.173.31,88939.0,24287.0,64652.0
8662,106.120.173.32,42391.0,25315.0,17076.0
8663,106.120.173.33,43950.0,36482.0,7468.0
8664,106.120.173.34,86114.0,38675.0,47439.0
8665,106.120.173.35,69750.0,18275.0,51475.0
8666,106.120.173.36,103280.0,26173.0,77107.0
8667,106.120.173.37,72978.0,39111.0,33867.0
8668,106.120.173.38,87784.0,41804.0,45980.0
8669,106.120.173.39,102255.0,35391.0,66864.0
8670,106.120.173.40,44109.0,31585.0,12524.0
8674,106.120.181.45,110437709.0,87155127.0,23282582.0
8677,106.120.208.26,1487.0,0.0,1487.0
8678,106.120.215.219,357.0,0.0,357.0
8679,106.120.22.2,2379.0,0.0,2379.0
8680,106.120.30.230,513.0,0.0,513.0
8681,106.120.6.72,247.0,0.0,247.0
8684,106.120.9.164,43907.0,0.0,43907.0
8685,106.120.99.155,324683.0,0.0,324683.0
8686,106.123.121.96,310.0,0.0,310.0
8687,106.123.180.122,69301.0,56908.0,12393.0
8688,106.123.215.237,16484.0,0.0,16484.0
8689,106.123.218.252,6153.0,0.0,6153.0
8691,106.125.152.217,693.0,0.0,693.0
8692,106.125.181.198,222.0,0.0,222.0
8693,106.127.159.206,101.0,0.0,101.0
8694,106.127.167.188,410.0,0.0,410.0
8695,106.149.179.13,606.0,0.0,606.0
8696,106.149.39.115,997.0,0.0,997.0
8697,106.149.61.77,3004.0,0.0,3004.0
8698,106.156.148.90,431623.0,0.0,431623.0
8699,106.156.221.12,25638.0,0.0,25638.0
8701,106.184.4.147,17132.0,0.0,17132.0
8702,106.184.5.137,906.0,0.0,906.0
8703,106.184.5.97,978310.0,0.0,978310.0
8704,106.184.7.124,541991.0,0.0,541991.0
8705,106.185.25.42,273387.0,0.0,273387.0
8706,106.185.26.209,275539.0,20484.0,255055.0
8707,106.185.27.36,4979.0,0.0,4979.0
8708,106.185.32.68,3673057.0,2418290.0,1254767.0
8710,106.185.37.118,1058768.0,257067.0,801701.0
8712,106.185.46.196,143021.0,0.0,143021.0
8713,106.185.47.226,810248.0,0.0,810248.0
8714,106.185.48.28,1513724.0,0.0,1513724.0
8715,106.185.52.126,49788.0,0.0,49788.0
8716,106.185.52.162,2934.0,0.0,2934.0
8717,106.185.53.154,9882.0,0.0,9882.0
8718,106.185.53.156,94809.0,0.0,94809.0
8720,106.186.113.41,384746.0,0.0,384746.0
8721,106.186.114.179,64860.0,0.0,64860.0
8722,106.186.115.197,911.0,0.0,911.0
8723,106.186.116.249,80040.0,0.0,80040.0
8724,106.186.119.199,3509171.0,810499.0,2698672.0
8725,106.186.119.251,724.0,0.0,724.0
8726,106.186.121.72,278219.0,0.0,278219.0
8727,106.186.122.170,618700.0,0.0,618700.0
8729,106.186.124.70,55895.0,0.0,55895.0
8731,106.186.126.164,325391.0,0.0,325391.0
8732,106.186.126.174,524152.0,481970.0,42182.0
8733,106.186.17.184,35667.0,0.0,35667.0
8735,106.186.22.135,30360.0,0.0,30360.0
8736,106.186.22.70,93785.0,0.0,93785.0
8737,106.186.23.89,26441.0,0.0,26441.0
8738,106.186.24.139,15608.0,7809.0,7799.0
8739,106.186.24.148,3126.0,0.0,3126.0
8740,106.186.24.166,75901.0,0.0,75901.0
8741,106.186.24.43,351554.0,0.0,351554.0
8742,106.186.24.9,24579.0,0.0,24579.0
8744,106.186.27.19,4642.0,0.0,4642.0
8746,106.186.28.180,9328.0,0.0,9328.0
8747,106.186.29.132,639645.0,0.0,639645.0
8748,106.186.29.241,147342.0,0.0,147342.0
8749,106.186.29.81,1606.0,0.0,1606.0
8750,106.187.100.95,137375.0,313.0,137062.0
8753,106.187.34.246,22070.0,0.0,22070.0
8754,106.187.35.112,14215.0,0.0,14215.0
8755,106.187.35.47,22080.0,0.0,22080.0
8756,106.187.36.211,671108.0,0.0,671108.0
8757,106.187.38.175,417.0,0.0,417.0
8758,106.187.41.15,70804.0,0.0,70804.0
8759,106.187.44.207,96964.0,0.0,96964.0
8760,106.187.45.12,31740.0,0.0,31740.0
8761,106.187.45.13,1562971.0,0.0,1562971.0
8762,106.187.45.185,1088056.0,14848.0,1073208.0
8763,106.187.51.52,47321.0,0.0,47321.0
8764,106.187.53.74,18459.0,0.0,18459.0
8765,106.187.53.94,1162.0,0.0,1162.0
8766,106.187.88.161,1175079.0,164008.0,1011071.0
8767,106.187.90.171,48233.0,0.0,48233.0
8768,106.187.90.190,934.0,0.0,934.0
8769,106.187.90.205,224067.0,0.0,224067.0
8772,106.187.95.250,488.0,0.0,488.0
8773,106.187.97.70,181434258.0,0.0,181434258.0
8774,106.187.98.221,1454.0,0.0,1454.0
8775,106.187.98.83,35880.0,0.0,35880.0
8776,106.187.99.177,47902.0,0.0,47902.0
8778,106.226.215.122,242.0,0.0,242.0
8779,106.3.33.7,67938.0,1672.0,66266.0
8780,106.3.34.155,448652.0,83650.0,365002.0
8781,106.3.34.180,249259.0,0.0,249259.0
8782,106.3.35.131,6670.0,0.0,6670.0
8785,106.3.35.183,216808.0,23819.0,192989.0
8786,106.3.36.137,1436897.0,357558.0,1079339.0
8789,106.3.40.175,44160.0,0.0,44160.0
8790,106.3.40.255,15927.0,13353.0,2574.0
8791,106.3.43.79,10359.0,0.0,10359.0
8792,106.3.46.221,17676.0,0.0,17676.0
8793,106.3.46.224,1341.0,0.0,1341.0
8795,106.3.63.154,754.0,0.0,754.0
8796,106.3.63.155,754.0,0.0,754.0
8798,106.32.161.173,412.0,0.0,412.0
8799,106.32.192.196,27524.0,0.0,27524.0
8801,106.32.84.165,1299.0,0.0,1299.0
8802,106.35.20.243,101.0,0.0,101.0
8803,106.36.216.230,1380.0,0.0,1380.0
8805,106.36.41.7,334413901.0,136385845.0,198028056.0
8806,106.36.70.108,9537.0,0.0,9537.0
8807,106.37.100.190,19074.0,0.0,19074.0
8808,106.37.101.231,9264.0,0.0,9264.0
8809,106.37.119.58,9537.0,0.0,9537.0
8810,106.37.164.158,5621864.0,1164087.0,4457777.0
8811,106.37.181.168,444313.0,0.0,444313.0
8814,106.37.209.237,546616.0,0.0,546616.0
8815,106.37.210.126,282.0,0.0,282.0
8817,106.37.77.230,260.0,0.0,260.0
8818,106.37.80.148,2392.0,0.0,2392.0
8819,106.37.88.89,718.0,0.0,718.0
8820,106.38.113.49,134.0,0.0,134.0
8821,106.38.153.24,243.0,0.0,243.0
8823,106.38.178.128,14190.0,8555.0,5635.0
8824,106.38.178.129,48855.0,16970.0,31885.0
8825,106.38.178.130,31440.0,11227.0,20213.0
8834,106.38.178.59,18452.0,11592.0,6860.0
8839,106.38.179.37,239959904.0,22581289.0,217378615.0
8840,106.38.179.38,843733967.0,92904148.0,750829819.0
8842,106.38.179.41,6754771279.0,684505758.0,6070265521.0
8845,106.38.179.45,17689872.0,4310424.0,13379448.0
8846,106.38.179.50,155917250.0,37029765.0,118887485.0
8847,106.38.179.51,73873558.0,13509251.0,60364307.0
8848,106.38.179.52,91881930.0,87777789.0,4104141.0
8849,106.38.179.53,851755686.0,332421815.0,519333871.0
8850,106.38.179.54,447597739.0,212941744.0,234655995.0
8861,106.38.183.15,12027435.0,7649818.0,4377617.0
8864,106.38.183.21,92786989.0,19106717.0,73680272.0
8866,106.38.183.25,22802144.0,15044690.0,7757454.0
8868,106.38.183.45,99256596.0,76794529.0,22462067.0
8873,106.38.184.103,21591.0,14908.0,6683.0
8874,106.38.184.104,120380.0,59308.0,61072.0
8875,106.38.184.109,2174404.0,239371.0,1935033.0
8879,106.38.184.117,370697.0,107365.0,263332.0
8880,106.38.184.118,8649330.0,2942473.0,5706857.0
8881,106.38.184.134,288193330.0,1268.0,288192062.0
8882,106.38.184.137,358132.0,74861.0,283271.0
8883,106.38.184.142,70656.0,13306.0,57350.0
8884,106.38.184.146,7398563.0,4755.0,7393808.0
8887,106.38.184.153,12686.0,3480.0,9206.0
8888,106.38.184.154,2483499.0,84804.0,2398695.0
8889,106.38.184.156,3148598.0,369725.0,2778873.0
8895,106.38.184.168,263522.0,2536.0,260986.0
8897,106.38.184.171,5336313.0,840997.0,4495316.0
8899,106.38.184.173,5475437.0,2853.0,5472584.0
8901,106.38.184.177,84162.0,3804.0,80358.0
8905,106.38.184.183,8190.0,5764.0,2426.0
8911,106.38.184.194,30487.0,5672.0,24815.0
8916,106.38.184.208,924605.0,760358.0,164247.0
8917,106.38.184.210,2823162.0,955735.0,1867427.0
8920,106.38.184.214,90576.0,33111.0,57465.0
8921,106.38.184.215,368324.0,73543.0,294781.0
8922,106.38.184.217,2937091.0,560443.0,2376648.0
8924,106.38.184.219,10798.0,2853.0,7945.0
8925,106.38.184.220,1193054.0,427623.0,765431.0
8927,106.38.184.224,304963.0,109468.0,195495.0
8931,106.38.184.234,236189.0,90465.0,145724.0
8933,106.38.184.236,1127.0,567.0,560.0
8935,106.38.184.238,12670.0,9973.0,2697.0
8936,106.38.184.239,2308889.0,1684070.0,624819.0
8939,106.38.184.247,16694.0,7994.0,8700.0
8940,106.38.184.251,1623894.0,162677.0,1461217.0
8941,106.38.184.253,668011.0,412883.0,255128.0
8942,106.38.184.29,1809564.0,1037268.0,772296.0
8944,106.38.184.33,677844.0,227695.0,450149.0
8945,106.38.184.34,15975.0,7846.0,8129.0
8946,106.38.184.39,2120099.0,307063.0,1813036.0
8947,106.38.184.40,3694079.0,348332.0,3345747.0
8948,106.38.184.53,445507.0,59786.0,385721.0
8950,106.38.184.56,10122412.0,1129587.0,8992825.0
8951,106.38.184.65,919882.0,170133.0,749749.0
8952,106.38.184.66,6273.0,5422.0,851.0
8953,106.38.184.69,26997.0,15917.0,11080.0
8955,106.38.184.72,1168416.0,35206.0,1133210.0
8956,106.38.184.75,683218.0,9055.0,674163.0
8957,106.38.184.78,569555.0,120093.0,449462.0
8959,106.38.184.89,156095.0,89684.0,66411.0
8960,106.38.184.9,5119.0,3290.0,1829.0
8962,106.38.184.93,81784.0,64237.0,17547.0
8963,106.38.184.94,5232940.0,3109731.0,2123209.0
8964,106.38.184.95,136537.0,30391.0,106146.0
8966,106.38.193.32,1645.0,0.0,1645.0
8967,106.38.198.89,5429.0,0.0,5429.0
8968,106.38.199.100,9614355.0,957298.0,8657057.0
8969,106.38.199.101,31823914.0,20859496.0,10964418.0
8971,106.38.199.106,26034.0,0.0,26034.0
8973,106.38.199.114,347155.0,123475.0,223680.0
8975,106.38.199.133,1129923.0,270965.0,858958.0
8976,106.38.199.142,5133173.0,1433215.0,3699958.0
8977,106.38.199.18,8243414.0,1861473.0,6381941.0
8978,106.38.199.183,260091.0,0.0,260091.0
8980,106.38.199.20,3046242.0,1397430.0,1648812.0
8981,106.38.199.206,125279.0,0.0,125279.0
8982,106.38.199.21,13817866.0,2097339.0,11720527.0
8984,106.38.199.22,627996.0,65729.0,562267.0
8985,106.38.199.23,710295.0,84919.0,625376.0
8986,106.38.199.24,487883.0,88767.0,399116.0
8987,106.38.199.25,571636.0,82145.0,489491.0
8988,106.38.199.26,527188.0,94706.0,432482.0
8989,106.38.199.27,563324.0,124039.0,439285.0
8990,106.38.199.28,10840699.0,5114558.0,5726141.0
8997,106.38.211.14,11439153.0,3375628.0,8063525.0
8998,106.38.211.69,25296.0,12896.0,12400.0
9037,106.38.213.24,32126588.0,29843435.0,2283153.0
9051,106.38.221.106,10191.0,0.0,10191.0
9052,106.38.221.107,10575.0,0.0,10575.0
9053,106.38.221.243,176109.0,37062.0,139047.0
9054,106.38.221.26,24068.0,2597.0,21471.0
9055,106.38.221.41,190772.0,180419.0,10353.0
9056,106.38.221.43,238886.0,37236.0,201650.0
9057,106.38.221.47,3111074.0,791261.0,2319813.0
9058,106.38.221.55,1666064.0,362943.0,1303121.0
9059,106.38.221.68,18111.0,4290.0,13821.0
9060,106.38.226.127,5788.0,4429.0,1359.0
9061,106.38.226.128,6702.0,4036.0,2666.0
9062,106.38.226.129,6771.0,6005.0,766.0
9063,106.38.226.130,7093.0,5038.0,2055.0
9070,106.38.228.57,2172.0,0.0,2172.0
9071,106.38.228.8,31306.0,11800.0,19506.0
9072,106.38.228.9,59847.0,18056.0,41791.0
9073,106.38.234.204,37327.0,17134.0,20193.0
9075,106.38.234.242,10826.0,2382.0,8444.0
9078,106.38.240.138,4963042.0,0.0,4963042.0
9079,106.38.240.139,2415000.0,59340.0,2355660.0
9080,106.38.240.140,843180.0,0.0,843180.0
9081,106.38.248.109,33146.0,10585.0,22561.0
9082,106.38.248.110,37282.0,12013.0,25269.0
9083,106.38.248.111,31552.0,13229.0,18323.0
9084,106.38.248.112,46736.0,9967.0,36769.0
9086,106.38.248.120,11620.0,2600.0,9020.0
9087,106.38.248.121,14259.0,2401.0,11858.0
9089,106.38.248.123,412.0,0.0,412.0
9096,106.38.248.182,618.0,206.0,412.0
9099,106.38.248.89,14350.0,1804.0,12546.0
9104,106.38.249.110,10981288.0,2561381.0,8419907.0
9107,106.38.249.113,4618092.0,4065043.0,553049.0
9108,106.38.249.114,11545832.0,9258934.0,2286898.0
9110,106.38.249.116,16530088.0,9145567.0,7384521.0
9117,106.38.249.138,11624696.0,10617250.0,1007446.0
9128,106.38.249.149,14196068.0,10719098.0,3476970.0
9133,106.38.249.19,20577084.0,13748736.0,6828348.0
9139,106.38.249.25,21481904.0,16680230.0,4801674.0
9140,106.38.249.26,6241004.0,5627177.0,613827.0
9144,106.38.249.30,6048515.0,5596793.0,451722.0
9146,106.38.249.47,15205684.0,8304742.0,6900942.0
9149,106.38.249.50,9857269.0,5704790.0,4152479.0
9159,106.38.249.60,8420705.0,8010022.0,410683.0
9160,106.38.249.76,4795357.0,2387402.0,2407955.0
9161,106.38.249.77,12451593.0,5052374.0,7399219.0
9165,106.38.249.81,23761052.0,4997241.0,18763811.0
9168,106.38.249.84,13874633.0,13654768.0,219865.0
9170,106.38.249.86,22259886.0,18855650.0,3404236.0
9172,106.38.249.88,14754332.0,11635299.0,3119033.0
9175,106.38.251.106,72926.0,9140.0,63786.0
9176,106.38.251.107,58477.0,8972.0,49505.0
9177,106.38.251.11,943498.0,153538.0,789960.0
9178,106.38.251.153,92397.0,7867.0,84530.0
9179,106.38.251.154,20563.0,4018.0,16545.0
9180,106.38.251.252,312944.0,33930.0,279014.0
9181,106.38.251.255,193742.0,55251.0,138491.0
9182,106.38.251.96,346044.0,38855.0,307189.0
9183,106.38.252.0,28319.0,3157.0,25162.0
9184,106.38.252.1,173259.0,13802.0,159457.0
9185,106.38.252.2,785372.0,184318.0,601054.0
9186,106.38.44.130,132.0,0.0,132.0
9187,106.39.132.205,6807.0,0.0,6807.0
9189,106.39.140.70,249.0,0.0,249.0
9190,106.39.164.101,21505.0,20609.0,896.0
9192,106.39.164.113,735244.0,0.0,735244.0
9193,106.39.164.151,5290754.0,2299276.0,2991478.0
9194,106.39.164.152,168267.0,71467.0,96800.0
9196,106.39.164.156,240968.0,23992.0,216976.0
9197,106.39.164.157,372349.0,329352.0,42997.0
9198,106.39.164.158,2306131.0,1234285.0,1071846.0
9199,106.39.164.159,1366548.0,657630.0,708918.0
9201,106.39.164.161,6763454.0,2877912.0,3885542.0
9202,106.39.164.163,1255983.0,510402.0,745581.0
9203,106.39.164.164,341406.0,221128.0,120278.0
9204,106.39.164.165,5379771.0,1057598.0,4322173.0
9206,106.39.164.170,78851.0,42222.0,36629.0
9207,106.39.164.171,3534785.0,2035962.0,1498823.0
9210,106.39.164.26,1229537.0,513296.0,716241.0
9212,106.39.164.36,241303.0,62937.0,178366.0
9213,106.39.164.38,817763.0,570233.0,247530.0
9215,106.39.164.53,287014.0,244718.0,42296.0
9216,106.39.164.93,69421.0,36543.0,32878.0
9220,106.39.167.31,7898.0,7580.0,318.0
9221,106.39.167.48,430104.0,131211.0,298893.0
9224,106.39.178.6,619602048.0,372413703.0,247188345.0
9227,106.39.188.76,2726868.0,797527.0,1929341.0
9230,106.39.188.82,7422131.0,203734.0,7218397.0
9231,106.39.188.83,1799810.0,645954.0,1153856.0
9233,106.39.188.89,401004.0,366426.0,34578.0
9234,106.39.196.7,40793667.0,21583575.0,19210092.0
9235,106.39.196.8,70841146.0,12836125.0,58005021.0
9236,106.39.201.20,77613.0,2132.0,75481.0
9237,106.39.201.248,37023582.0,15860718.0,21162864.0
9238,106.39.201.249,38141769.0,20844053.0,17297716.0
9248,106.39.201.43,433.0,208.0,225.0
9249,106.39.201.44,2693.0,862.0,1831.0
9253,106.39.201.48,2464.0,1092.0,1372.0
9272,106.39.208.15,7702629.0,50103.0,7652526.0
