,ip,s_sum_length,f_sum_length,sum_increment
1582,10.56.120.154,4687.0,0.0,4687.0
1583,10.56.120.157,220409.0,0.0,220409.0
1584,10.56.120.16,704554.0,0.0,704554.0
1585,10.56.120.165,15132.0,0.0,15132.0
1586,10.56.120.169,8183.0,0.0,8183.0
1587,10.56.120.171,1027.0,0.0,1027.0
1588,10.56.120.179,627021.0,0.0,627021.0
1589,10.56.120.185,392412.0,0.0,392412.0
1590,10.56.120.186,40994.0,0.0,40994.0
1591,10.56.120.189,963542.0,0.0,963542.0
1593,10.56.120.192,379066.0,0.0,379066.0
1594,10.56.120.196,945.0,0.0,945.0
1595,10.56.120.20,1906230.0,0.0,1906230.0
1596,10.56.120.206,1551431.0,0.0,1551431.0
1597,10.56.120.208,708728.0,0.0,708728.0
1598,10.56.120.210,14723.0,0.0,14723.0
1599,10.56.120.219,51910.0,0.0,51910.0
1600,10.56.120.225,1323.0,0.0,1323.0
1601,10.56.120.229,650281.0,0.0,650281.0
1602,10.56.120.231,529656.0,0.0,529656.0
1603,10.56.120.247,948.0,0.0,948.0
1604,10.56.120.250,596796.0,0.0,596796.0
1605,10.56.120.251,2722.0,0.0,2722.0
1606,10.56.120.252,952.0,0.0,952.0
1607,10.56.120.35,449674.0,0.0,449674.0
1608,10.56.120.37,409311.0,0.0,409311.0
1609,10.56.120.50,4402.0,0.0,4402.0
1610,10.56.120.55,372964.0,0.0,372964.0
1611,10.56.120.56,17295.0,0.0,17295.0
1612,10.56.120.66,488118.0,0.0,488118.0
1613,10.56.120.78,1088753.0,0.0,1088753.0
1614,10.56.120.80,586749.0,0.0,586749.0
1615,10.56.120.82,1332.0,0.0,1332.0
1616,10.56.120.86,1057.0,0.0,1057.0
1617,10.56.120.9,876.0,0.0,876.0
1618,10.56.120.90,2961.0,0.0,2961.0
1619,10.56.120.95,7619.0,0.0,7619.0
1620,10.56.120.98,288308.0,0.0,288308.0
1621,10.56.128.104,5690.0,0.0,5690.0
1622,10.56.128.111,628249.0,0.0,628249.0
1623,10.56.128.128,2670.0,0.0,2670.0
1624,10.56.128.199,1531.0,0.0,1531.0
1625,10.56.128.203,1605170.0,0.0,1605170.0
1626,10.56.128.223,1225947.0,0.0,1225947.0
1627,10.56.128.28,6134.0,0.0,6134.0
1628,10.56.128.85,1109.0,0.0,1109.0
1629,10.56.128.92,854.0,0.0,854.0
1630,10.56.128.98,5739.0,0.0,5739.0
1631,10.56.129.163,36447840.0,0.0,36447840.0
1632,10.56.129.166,9666.0,0.0,9666.0
1633,10.56.129.167,7774.0,0.0,7774.0
1634,10.56.129.2,21311.0,0.0,21311.0
1635,10.56.129.222,3540.0,0.0,3540.0
1636,10.56.129.251,2766.0,0.0,2766.0
1637,10.56.129.57,4825.0,0.0,4825.0
1638,10.56.129.87,7369.0,0.0,7369.0
1639,10.56.129.97,6490.0,0.0,6490.0
1640,10.56.131.10,484296.0,0.0,484296.0
1641,10.56.131.100,1136633.0,0.0,1136633.0
1642,10.56.131.102,141561.0,0.0,141561.0
1643,10.56.131.105,7558715.0,0.0,7558715.0
1644,10.56.131.108,8091432.0,0.0,8091432.0
1645,10.56.131.11,275259.0,0.0,275259.0
1646,10.56.131.112,797844.0,0.0,797844.0
1647,10.56.131.113,21601.0,0.0,21601.0
1648,10.56.131.114,29526.0,0.0,29526.0
1649,10.56.131.117,1095.0,0.0,1095.0
1650,10.56.131.118,2760.0,0.0,2760.0
1651,10.56.131.119,2027.0,0.0,2027.0
1652,10.56.131.12,17526.0,0.0,17526.0
1653,10.56.131.120,1838802.0,0.0,1838802.0
1654,10.56.131.121,855.0,0.0,855.0
1655,10.56.131.122,2345.0,0.0,2345.0
1656,10.56.131.124,1556044.0,0.0,1556044.0
1657,10.56.131.125,279578.0,0.0,279578.0
1658,10.56.131.126,6672.0,0.0,6672.0
1659,10.56.131.127,839315.0,0.0,839315.0
1660,10.56.131.129,3390.0,0.0,3390.0
1661,10.56.131.13,5624.0,0.0,5624.0
1662,10.56.131.130,318953.0,0.0,318953.0
1663,10.56.131.131,72296.0,0.0,72296.0
1664,10.56.131.132,2316.0,0.0,2316.0
1665,10.56.131.134,19151.0,0.0,19151.0
1666,10.56.131.135,737.0,0.0,737.0
1667,10.56.131.136,852360.0,0.0,852360.0
1668,10.56.131.137,19127.0,0.0,19127.0
1669,10.56.131.138,1527532.0,0.0,1527532.0
1670,10.56.131.14,28658.0,0.0,28658.0
1671,10.56.131.140,5612.0,0.0,5612.0
1672,10.56.131.143,12983.0,0.0,12983.0
1673,10.56.131.145,1013.0,0.0,1013.0
1674,10.56.131.146,2149.0,0.0,2149.0
1675,10.56.131.147,287772.0,0.0,287772.0
1676,10.56.131.149,577538.0,0.0,577538.0
1677,10.56.131.15,10423.0,0.0,10423.0
1678,10.56.131.150,90057.0,0.0,90057.0
1679,10.56.131.151,12479.0,0.0,12479.0
1680,10.56.131.153,541431.0,0.0,541431.0
1681,10.56.131.154,5958.0,0.0,5958.0
1682,10.56.131.155,4944251.0,0.0,4944251.0
1683,10.56.131.156,16108605.0,0.0,16108605.0
1684,10.56.131.159,79092.0,0.0,79092.0
1685,10.56.131.16,27747.0,0.0,27747.0
1686,10.56.131.160,1826.0,0.0,1826.0
1687,10.56.131.162,2890.0,0.0,2890.0
1688,10.56.131.163,2776938615.0,0.0,2776938615.0
1689,10.56.131.164,1562064.0,0.0,1562064.0
1690,10.56.131.165,2172.0,0.0,2172.0
1691,10.56.131.166,56220.0,0.0,56220.0
1692,10.56.131.168,146006.0,0.0,146006.0
1693,10.56.131.169,135934.0,0.0,135934.0
1694,10.56.131.17,610098.0,0.0,610098.0
1695,10.56.131.170,313688.0,0.0,313688.0
1696,10.56.131.171,21158.0,0.0,21158.0
1697,10.56.131.172,878584.0,0.0,878584.0
1698,10.56.131.174,1277038.0,0.0,1277038.0
1699,10.56.131.177,408723.0,0.0,408723.0
1700,10.56.131.178,3907301.0,0.0,3907301.0
1701,10.56.131.180,3102.0,0.0,3102.0
1702,10.56.131.181,606597.0,0.0,606597.0
1703,10.56.131.182,655701.0,0.0,655701.0
1704,10.56.131.183,1107.0,0.0,1107.0
1705,10.56.131.184,502306.0,0.0,502306.0
1706,10.56.131.185,643952.0,0.0,643952.0
1707,10.56.131.186,912.0,0.0,912.0
1708,10.56.131.188,31090.0,0.0,31090.0
1709,10.56.131.189,1833.0,0.0,1833.0
1710,10.56.131.191,2248.0,0.0,2248.0
1711,10.56.131.193,682056.0,0.0,682056.0
1712,10.56.131.194,54928.0,0.0,54928.0
1713,10.56.131.195,3199.0,0.0,3199.0
1714,10.56.131.196,48445.0,0.0,48445.0
1715,10.56.131.197,323923.0,0.0,323923.0
1716,10.56.131.199,50708.0,0.0,50708.0
1717,10.56.131.201,1708028.0,0.0,1708028.0
1718,10.56.131.204,6446.0,0.0,6446.0
1719,10.56.131.205,169012.0,0.0,169012.0
1720,10.56.131.207,780166.0,0.0,780166.0
1721,10.56.131.208,857393.0,0.0,857393.0
1722,10.56.131.21,1434388.0,0.0,1434388.0
1723,10.56.131.210,25101.0,0.0,25101.0
1724,10.56.131.211,17195.0,0.0,17195.0
1725,10.56.131.213,175196.0,0.0,175196.0
1726,10.56.131.214,156128.0,0.0,156128.0
1727,10.56.131.215,569999.0,0.0,569999.0
1728,10.56.131.216,6705.0,0.0,6705.0
1729,10.56.131.218,23966.0,0.0,23966.0
1730,10.56.131.219,40879.0,0.0,40879.0
1731,10.56.131.22,896.0,0.0,896.0
1732,10.56.131.221,4024.0,0.0,4024.0
1733,10.56.131.222,508180.0,0.0,508180.0
1734,10.56.131.224,489646.0,0.0,489646.0
1735,10.56.131.225,629683.0,0.0,629683.0
1736,10.56.131.226,518786.0,0.0,518786.0
1737,10.56.131.228,5614.0,0.0,5614.0
1738,10.56.131.23,9297.0,0.0,9297.0
1739,10.56.131.231,2178301.0,0.0,2178301.0
1740,10.56.131.232,79213.0,0.0,79213.0
1741,10.56.131.234,1500891.0,0.0,1500891.0
1742,10.56.131.235,7854.0,0.0,7854.0
1744,10.56.131.237,1052.0,0.0,1052.0
1745,10.56.131.238,578086.0,0.0,578086.0
1746,10.56.131.24,886887.0,0.0,886887.0
1747,10.56.131.241,5636.0,0.0,5636.0
1748,10.56.131.242,378013.0,0.0,378013.0
1749,10.56.131.243,910.0,0.0,910.0
1750,10.56.131.245,13370.0,0.0,13370.0
1751,10.56.131.246,379351.0,0.0,379351.0
1752,10.56.131.25,582030.0,0.0,582030.0
1753,10.56.131.250,126260.0,0.0,126260.0
1754,10.56.131.251,896.0,0.0,896.0
1755,10.56.131.252,1410456.0,0.0,1410456.0
1756,10.56.131.254,583380.0,0.0,583380.0
1757,10.56.131.27,22833.0,0.0,22833.0
1758,10.56.131.29,943.0,0.0,943.0
1759,10.56.131.30,66169.0,0.0,66169.0
1760,10.56.131.31,5688.0,0.0,5688.0
1762,10.56.131.33,45350.0,0.0,45350.0
1763,10.56.131.34,743865.0,0.0,743865.0
1764,10.56.131.35,22287.0,0.0,22287.0
1765,10.56.131.38,6072.0,0.0,6072.0
1766,10.56.131.40,5638.0,0.0,5638.0
1767,10.56.131.42,93992.0,0.0,93992.0
1768,10.56.131.47,564764.0,0.0,564764.0
1769,10.56.131.48,194526.0,0.0,194526.0
1770,10.56.131.49,1571425.0,0.0,1571425.0
1771,10.56.131.5,10964.0,0.0,10964.0
1772,10.56.131.50,1966.0,0.0,1966.0
1773,10.56.131.53,5958.0,0.0,5958.0
1774,10.56.131.55,908782.0,0.0,908782.0
1775,10.56.131.56,1561581.0,0.0,1561581.0
1776,10.56.131.57,993.0,0.0,993.0
1777,10.56.131.58,6354.0,0.0,6354.0
1778,10.56.131.6,42283.0,0.0,42283.0
1779,10.56.131.60,14194.0,0.0,14194.0
1780,10.56.131.61,33507.0,0.0,33507.0
1781,10.56.131.62,857.0,0.0,857.0
1782,10.56.131.67,867004.0,0.0,867004.0
1783,10.56.131.71,1074.0,0.0,1074.0
1784,10.56.131.72,12409.0,0.0,12409.0
1785,10.56.131.73,42756.0,0.0,42756.0
1786,10.56.131.74,1008774.0,0.0,1008774.0
1787,10.56.131.75,438643.0,0.0,438643.0
1788,10.56.131.76,5890.0,0.0,5890.0
1789,10.56.131.77,2144007.0,0.0,2144007.0
1790,10.56.131.78,12093.0,0.0,12093.0
1792,10.56.131.80,642423.0,0.0,642423.0
1793,10.56.131.81,359953.0,0.0,359953.0
1794,10.56.131.82,1175207.0,0.0,1175207.0
1795,10.56.131.83,329915.0,0.0,329915.0
1796,10.56.131.87,14646.0,0.0,14646.0
1797,10.56.131.9,409895.0,0.0,409895.0
1798,10.56.131.90,6613177.0,0.0,6613177.0
1799,10.56.131.91,968505.0,0.0,968505.0
1800,10.56.131.93,599376.0,0.0,599376.0
1801,10.56.131.95,70154.0,0.0,70154.0
1802,10.56.131.98,2435125.0,0.0,2435125.0
1803,10.56.132.128,1697110.0,0.0,1697110.0
1804,10.56.132.206,1824.0,0.0,1824.0
1805,10.56.132.3,730833.0,0.0,730833.0
1806,10.56.136.21,106561.0,0.0,106561.0
1807,10.56.136.7,35853.0,0.0,35853.0
1808,10.56.141.10,37806.0,0.0,37806.0
1809,10.56.141.115,110949.0,0.0,110949.0
1810,10.56.141.12,39120.0,0.0,39120.0
1811,10.56.141.126,129111.0,0.0,129111.0
1812,10.56.141.127,1388283.0,0.0,1388283.0
1813,10.56.141.130,1639.0,0.0,1639.0
1814,10.56.141.134,1043.0,0.0,1043.0
1815,10.56.141.147,3426.0,0.0,3426.0
1816,10.56.141.175,679058804.0,0.0,679058804.0
1817,10.56.141.176,99639.0,0.0,99639.0
1818,10.56.141.179,13557.0,0.0,13557.0
1819,10.56.141.18,14884.0,0.0,14884.0
1820,10.56.141.180,545141.0,0.0,545141.0
1821,10.56.141.199,974.0,0.0,974.0
1822,10.56.141.204,74841.0,0.0,74841.0
1823,10.56.141.21,610673.0,0.0,610673.0
1824,10.56.141.210,132088.0,0.0,132088.0
1825,10.56.141.219,20585.0,0.0,20585.0
1826,10.56.141.223,320910.0,0.0,320910.0
1828,10.56.141.233,350166.0,0.0,350166.0
1829,10.56.141.250,754988.0,0.0,754988.0
1830,10.56.141.252,226887.0,0.0,226887.0
1831,10.56.141.34,1385810870.0,0.0,1385810870.0
1832,10.56.141.35,284172.0,0.0,284172.0
1833,10.56.141.50,1089.0,0.0,1089.0
1834,10.56.141.78,290609.0,0.0,290609.0
1835,10.56.141.80,195763.0,0.0,195763.0
1836,10.56.141.86,2064.0,0.0,2064.0
1837,10.56.141.90,451944.0,0.0,451944.0
1838,10.56.141.95,842049.0,0.0,842049.0
1839,10.56.143.128,39820.0,0.0,39820.0
1840,10.56.143.9,1110126.0,0.0,1110126.0
1841,10.56.143.98,20721.0,0.0,20721.0
1842,10.56.144.118,1117967.0,0.0,1117967.0
1843,10.56.144.12,510667.0,0.0,510667.0
1844,10.56.144.126,1962094108.0,0.0,1962094108.0
1845,10.56.144.128,13210.0,0.0,13210.0
1846,10.56.144.131,106587.0,0.0,106587.0
1847,10.56.144.18,27038.0,0.0,27038.0
1848,10.56.144.204,3164.0,0.0,3164.0
1849,10.56.144.206,741523.0,0.0,741523.0
1850,10.56.144.21,750782.0,0.0,750782.0
1851,10.56.144.232,316408.0,0.0,316408.0
1852,10.56.144.35,78271.0,0.0,78271.0
1853,10.56.144.50,461983.0,0.0,461983.0
1854,10.56.144.66,1649576.0,0.0,1649576.0
1855,10.56.144.7,107422.0,0.0,107422.0
1856,10.56.144.86,1032.0,0.0,1032.0
1857,10.56.144.9,11883.0,0.0,11883.0
1858,10.56.144.98,986632.0,0.0,986632.0
1859,10.56.145.199,5847.0,0.0,5847.0
1860,10.56.145.98,15808.0,0.0,15808.0
1861,10.56.146.102,7356.0,0.0,7356.0
1862,10.56.146.106,28800688.0,0.0,28800688.0
1863,10.56.146.108,5159425.0,0.0,5159425.0
1864,10.56.146.11,1500454.0,0.0,1500454.0
1865,10.56.146.112,448517.0,0.0,448517.0
1866,10.56.146.115,784556.0,0.0,784556.0
1867,10.56.146.118,412527.0,0.0,412527.0
1868,10.56.146.119,22014196.0,0.0,22014196.0
1869,10.56.146.121,628244.0,0.0,628244.0
1870,10.56.146.123,414981.0,0.0,414981.0
1872,10.56.146.125,870.0,0.0,870.0
1873,10.56.146.126,11567450.0,0.0,11567450.0
1874,10.56.146.127,537670.0,0.0,537670.0
1875,10.56.146.129,10307097.0,0.0,10307097.0
1876,10.56.146.13,1261.0,0.0,1261.0
1877,10.56.146.130,629752.0,0.0,629752.0
1878,10.56.146.132,920.0,0.0,920.0
1879,10.56.146.133,753821.0,0.0,753821.0
1880,10.56.146.134,1827.0,0.0,1827.0
1881,10.56.146.136,516023.0,0.0,516023.0
1882,10.56.146.139,5930.0,0.0,5930.0
1883,10.56.146.14,109791.0,0.0,109791.0
1884,10.56.146.141,1001.0,0.0,1001.0
1885,10.56.146.143,950273.0,0.0,950273.0
1886,10.56.146.145,17610389.0,0.0,17610389.0
1887,10.56.146.146,478651.0,0.0,478651.0
1888,10.56.146.147,55403.0,0.0,55403.0
1889,10.56.146.149,135623.0,0.0,135623.0
1890,10.56.146.15,1682.0,0.0,1682.0
1891,10.56.146.151,1440421.0,0.0,1440421.0
1892,10.56.146.152,5844.0,0.0,5844.0
1893,10.56.146.153,5158246.0,0.0,5158246.0
1894,10.56.146.154,11832042.0,0.0,11832042.0
1895,10.56.146.155,403450.0,0.0,403450.0
1896,10.56.146.156,583949.0,0.0,583949.0
1897,10.56.146.16,6568876.0,0.0,6568876.0
1898,10.56.146.161,872496.0,0.0,872496.0
1899,10.56.146.162,131488.0,0.0,131488.0
1900,10.56.146.163,2010.0,0.0,2010.0
1901,10.56.146.166,822005.0,0.0,822005.0
1902,10.56.146.167,885594.0,0.0,885594.0
1903,10.56.146.168,6064.0,0.0,6064.0
1904,10.56.146.169,2166224.0,0.0,2166224.0
1905,10.56.146.171,76038616.0,0.0,76038616.0
1906,10.56.146.175,54919.0,0.0,54919.0
1907,10.56.146.18,973257.0,0.0,973257.0
1908,10.56.146.180,15125.0,0.0,15125.0
1909,10.56.146.181,16386860.0,0.0,16386860.0
1910,10.56.146.183,2371.0,0.0,2371.0
1911,10.56.146.184,247606.0,0.0,247606.0
1912,10.56.146.185,1466969.0,0.0,1466969.0
1913,10.56.146.186,1062482.0,0.0,1062482.0
1914,10.56.146.192,5598.0,0.0,5598.0
1915,10.56.146.193,1686686.0,0.0,1686686.0
1916,10.56.146.199,62776970.0,0.0,62776970.0
1917,10.56.146.20,4385.0,0.0,4385.0
1918,10.56.146.200,271484.0,0.0,271484.0
1919,10.56.146.202,3281566.0,0.0,3281566.0
1920,10.56.146.204,2034654.0,0.0,2034654.0
1921,10.56.146.205,74433.0,0.0,74433.0
1923,10.56.146.207,976804.0,0.0,976804.0
1924,10.56.146.208,1968288.0,0.0,1968288.0
1925,10.56.146.209,958.0,0.0,958.0
1926,10.56.146.210,1631716.0,0.0,1631716.0
1927,10.56.146.211,1231259.0,0.0,1231259.0
1928,10.56.146.213,1130831.0,0.0,1130831.0
1929,10.56.146.215,147757.0,0.0,147757.0
1930,10.56.146.216,981361.0,0.0,981361.0
1931,10.56.146.219,87509130.0,0.0,87509130.0
1932,10.56.146.221,14834407.0,0.0,14834407.0
1933,10.56.146.222,5467.0,0.0,5467.0
1934,10.56.146.223,3792.0,0.0,3792.0
1935,10.56.146.225,494258.0,0.0,494258.0
1936,10.56.146.227,4012681.0,0.0,4012681.0
1937,10.56.146.23,815389.0,0.0,815389.0
1938,10.56.146.232,151641.0,0.0,151641.0
1939,10.56.146.233,458631.0,0.0,458631.0
1940,10.56.146.237,4630.0,0.0,4630.0
1941,10.56.146.239,8661987.0,0.0,8661987.0
1942,10.56.146.24,1048.0,0.0,1048.0
1943,10.56.146.243,19286660.0,0.0,19286660.0
1944,10.56.146.244,1507615.0,0.0,1507615.0
1945,10.56.146.246,552804.0,0.0,552804.0
1946,10.56.146.247,969976.0,0.0,969976.0
1947,10.56.146.25,8823.0,0.0,8823.0
1948,10.56.146.252,184377.0,0.0,184377.0
1949,10.56.146.253,8046.0,0.0,8046.0
1950,10.56.146.29,215652.0,0.0,215652.0
1951,10.56.146.30,496831.0,0.0,496831.0
1952,10.56.146.32,933.0,0.0,933.0
1953,10.56.146.33,922848.0,0.0,922848.0
1954,10.56.146.34,2491450.0,0.0,2491450.0
1955,10.56.146.38,1148607.0,0.0,1148607.0
1956,10.56.146.42,1050.0,0.0,1050.0
1957,10.56.146.44,27893483.0,0.0,27893483.0
1958,10.56.146.45,137553.0,0.0,137553.0
1959,10.56.146.46,308146.0,0.0,308146.0
1960,10.56.146.5,382046.0,0.0,382046.0
1961,10.56.146.52,858133.0,0.0,858133.0
1962,10.56.146.56,220996.0,0.0,220996.0
1963,10.56.146.58,2852490.0,0.0,2852490.0
1964,10.56.146.61,349791.0,0.0,349791.0
1965,10.56.146.62,7193.0,0.0,7193.0
1966,10.56.146.67,1017913.0,0.0,1017913.0
1967,10.56.146.68,448874.0,0.0,448874.0
1968,10.56.146.7,18113839.0,0.0,18113839.0
1969,10.56.146.70,10254.0,0.0,10254.0
1970,10.56.146.71,212635.0,0.0,212635.0
1971,10.56.146.75,542656.0,0.0,542656.0
1972,10.56.146.78,106586.0,0.0,106586.0
1973,10.56.146.8,75957.0,0.0,75957.0
1974,10.56.146.81,837595.0,0.0,837595.0
1975,10.56.146.82,934434.0,0.0,934434.0
1976,10.56.146.83,107982774.0,0.0,107982774.0
1977,10.56.146.84,634209.0,0.0,634209.0
1978,10.56.146.87,487037.0,0.0,487037.0
1979,10.56.146.88,343581.0,0.0,343581.0
1980,10.56.146.91,462339.0,0.0,462339.0
1981,10.56.146.93,571.0,0.0,571.0
1982,10.56.146.95,534819.0,0.0,534819.0
1983,10.56.146.96,8596.0,0.0,8596.0
1984,10.56.146.97,48186.0,0.0,48186.0
1985,10.56.146.98,398129.0,0.0,398129.0
1986,10.56.147.1,493776.0,0.0,493776.0
1987,10.56.148.101,20639125.0,0.0,20639125.0
1988,10.56.148.102,251422.0,0.0,251422.0
1989,10.56.148.104,471920.0,0.0,471920.0
1990,10.56.148.106,1347387.0,0.0,1347387.0
1991,10.56.148.107,701937.0,0.0,701937.0
1992,10.56.148.112,466591.0,0.0,466591.0
1993,10.56.148.113,1885.0,0.0,1885.0
1994,10.56.148.116,6890.0,0.0,6890.0
1995,10.56.148.118,962290.0,0.0,962290.0
1996,10.56.148.119,3392.0,0.0,3392.0
1997,10.56.148.121,288091.0,0.0,288091.0
1998,10.56.148.124,920.0,0.0,920.0
1999,10.56.148.126,5905099.0,0.0,5905099.0
2000,10.56.148.128,1189.0,0.0,1189.0
2001,10.56.148.129,402394.0,0.0,402394.0
2002,10.56.148.13,5717.0,0.0,5717.0
2003,10.56.148.131,155321.0,0.0,155321.0
2004,10.56.148.132,63238950.0,0.0,63238950.0
2005,10.56.148.133,1837.0,0.0,1837.0
2006,10.56.148.134,1035.0,0.0,1035.0
2007,10.56.148.135,42987.0,0.0,42987.0
2008,10.56.148.139,1971.0,0.0,1971.0
2009,10.56.148.142,9096.0,0.0,9096.0
2010,10.56.148.145,3407.0,0.0,3407.0
2011,10.56.148.15,504716.0,0.0,504716.0
2012,10.56.148.150,451023.0,0.0,451023.0
2013,10.56.148.154,380831.0,0.0,380831.0
2014,10.56.148.156,297767.0,0.0,297767.0
2015,10.56.148.157,1906.0,0.0,1906.0
2016,10.56.148.158,378461.0,0.0,378461.0
2017,10.56.148.159,8613.0,0.0,8613.0
2018,10.56.148.16,28490.0,0.0,28490.0
2019,10.56.148.162,1309504179.0,0.0,1309504179.0
2020,10.56.148.163,557940.0,0.0,557940.0
2021,10.56.148.168,737468.0,0.0,737468.0
2022,10.56.148.173,11156.0,0.0,11156.0
2023,10.56.148.175,391407.0,0.0,391407.0
2024,10.56.148.177,1352460.0,0.0,1352460.0
2025,10.56.148.18,411553.0,0.0,411553.0
2026,10.56.148.180,8015.0,0.0,8015.0
2027,10.56.148.186,3924.0,0.0,3924.0
2029,10.56.148.191,172551.0,0.0,172551.0
2030,10.56.148.194,4839.0,0.0,4839.0
2031,10.56.148.199,307875.0,0.0,307875.0
2032,10.56.148.20,360588.0,0.0,360588.0
2033,10.56.148.202,893.0,0.0,893.0
2034,10.56.148.204,1996.0,0.0,1996.0
2035,10.56.148.208,1688970.0,0.0,1688970.0
2036,10.56.148.213,24433.0,0.0,24433.0
2037,10.56.148.215,455423.0,0.0,455423.0
2038,10.56.148.216,1176989177.0,0.0,1176989177.0
2039,10.56.148.217,3790289863.0,0.0,3790289863.0
2040,10.56.148.219,9596.0,0.0,9596.0
2041,10.56.148.220,800.0,0.0,800.0
2042,10.56.148.222,470794.0,0.0,470794.0
2043,10.56.148.223,165704.0,0.0,165704.0
2044,10.56.148.228,411835.0,0.0,411835.0
2045,10.56.148.231,2713470.0,0.0,2713470.0
2046,10.56.148.237,298609.0,0.0,298609.0
2047,10.56.148.238,7140396865.0,0.0,7140396865.0
2048,10.56.148.239,275686.0,0.0,275686.0
2049,10.56.148.241,9595.0,0.0,9595.0
2051,10.56.148.245,1788.0,0.0,1788.0
2052,10.56.148.248,17800.0,0.0,17800.0
2053,10.56.148.249,1047452.0,0.0,1047452.0
2054,10.56.148.252,109474.0,0.0,109474.0
2055,10.56.148.253,41730.0,0.0,41730.0
2056,10.56.148.254,459046.0,0.0,459046.0
2057,10.56.148.26,1023.0,0.0,1023.0
2058,10.56.148.27,85225.0,0.0,85225.0
2059,10.56.148.30,1475542.0,0.0,1475542.0
2060,10.56.148.32,1098.0,0.0,1098.0
2061,10.56.148.37,1454770.0,0.0,1454770.0
2062,10.56.148.38,424132.0,0.0,424132.0
2063,10.56.148.41,13259.0,0.0,13259.0
2064,10.56.148.54,1284809.0,0.0,1284809.0
2065,10.56.148.55,2000818.0,0.0,2000818.0
2066,10.56.148.56,1059425.0,0.0,1059425.0
2067,10.56.148.57,325230.0,0.0,325230.0
2068,10.56.148.58,494604.0,0.0,494604.0
2069,10.56.148.59,401195.0,0.0,401195.0
2070,10.56.148.61,2803.0,0.0,2803.0
2071,10.56.148.75,5614.0,0.0,5614.0
2072,10.56.148.79,353347.0,0.0,353347.0
2073,10.56.148.80,1036597003.0,0.0,1036597003.0
2074,10.56.148.82,25728.0,0.0,25728.0
2075,10.56.148.86,336296.0,0.0,336296.0
2076,10.56.148.90,439139.0,0.0,439139.0
2077,10.56.148.93,1142098.0,0.0,1142098.0
2078,10.56.148.95,2566554.0,0.0,2566554.0
2079,10.56.148.97,22310.0,0.0,22310.0
2080,10.56.148.98,455401.0,0.0,455401.0
2081,10.56.148.99,538294.0,0.0,538294.0
2082,10.56.149.2,347810.0,0.0,347810.0
2083,10.56.149.4,6682.0,0.0,6682.0
2084,10.56.15.126,14260.0,0.0,14260.0
2085,10.56.15.128,3342.0,0.0,3342.0
2086,10.56.15.18,913.0,0.0,913.0
2087,10.56.15.182,5696.0,0.0,5696.0
2088,10.56.15.223,11343.0,0.0,11343.0
2089,10.56.15.50,121179.0,0.0,121179.0
2090,10.56.15.7,115876.0,0.0,115876.0
2092,10.56.150.223,41234.0,0.0,41234.0
2093,10.56.150.9,885908.0,0.0,885908.0
2094,10.56.154.120,1292.0,0.0,1292.0
2095,10.56.154.123,220314.0,0.0,220314.0
2096,10.56.154.128,2059.0,0.0,2059.0
2097,10.56.154.147,911.0,0.0,911.0
2098,10.56.154.182,917.0,0.0,917.0
2099,10.56.154.50,347259.0,0.0,347259.0
2100,10.56.154.7,974388.0,0.0,974388.0
2101,10.56.154.86,27224.0,0.0,27224.0
2102,10.56.154.87,1087340.0,0.0,1087340.0
2103,10.56.154.9,909170.0,0.0,909170.0
2104,10.56.155.148,5690.0,0.0,5690.0
2105,10.56.157.13,1556.0,0.0,1556.0
2106,10.56.157.131,1025.0,0.0,1025.0
2107,10.56.157.189,61865.0,0.0,61865.0
2108,10.56.157.229,675538.0,0.0,675538.0
2109,10.56.157.247,2854.0,0.0,2854.0
2110,10.56.157.59,54434100.0,0.0,54434100.0
2111,10.56.157.63,1002.0,0.0,1002.0
2112,10.56.162.10,6392.0,0.0,6392.0
2113,10.56.162.11,61722.0,0.0,61722.0
2114,10.56.162.118,5674.0,0.0,5674.0
2115,10.56.162.120,803328.0,0.0,803328.0
2116,10.56.162.128,5994.0,0.0,5994.0
2117,10.56.162.129,53136.0,0.0,53136.0
2118,10.56.162.136,1936.0,0.0,1936.0
2119,10.56.162.150,4617.0,0.0,4617.0
2120,10.56.162.154,21050.0,0.0,21050.0
2121,10.56.162.156,50450.0,0.0,50450.0
2122,10.56.162.16,3094.0,0.0,3094.0
2123,10.56.162.165,1017696.0,0.0,1017696.0
2124,10.56.162.169,887.0,0.0,887.0
2125,10.56.162.18,3430701.0,0.0,3430701.0
2126,10.56.162.185,1890.0,0.0,1890.0
2127,10.56.162.186,263934.0,0.0,263934.0
2128,10.56.162.196,30770.0,0.0,30770.0
2129,10.56.162.20,15611.0,0.0,15611.0
2130,10.56.162.207,3612768.0,0.0,3612768.0
2131,10.56.162.215,15755.0,0.0,15755.0
2132,10.56.162.219,1947531.0,0.0,1947531.0
2133,10.56.162.221,1512264.0,0.0,1512264.0
2134,10.56.162.222,20407899001.0,0.0,20407899001.0
2135,10.56.162.225,25105.0,0.0,25105.0
2136,10.56.162.228,5446.0,0.0,5446.0
2137,10.56.162.229,5838.0,0.0,5838.0
2138,10.56.162.230,3375.0,0.0,3375.0
2139,10.56.162.251,6108.0,0.0,6108.0
2140,10.56.162.252,110341494.0,0.0,110341494.0
2141,10.56.162.34,897.0,0.0,897.0
2142,10.56.162.36,1910065.0,0.0,1910065.0
2143,10.56.162.44,1097576.0,0.0,1097576.0
